"","pool","prevalence","above.llod","limit","pos","total.tests","tests.per.sample","tn","tp","fn","fp","ppa","est","lwr.ci","upr.ci"
"135",4,0.1,0.15,35,0.4,2.37554156,0.59388539,0.6561,0.34388539,1.461e-05,0,0.999957516719977,0.999957516719977,0.999546794864611,0.999999987251023
"136",4,0.1,0.2,35,0.4,2.37557768,0.59389442,0.6561,0.34389442,5.58e-06,0,0.99998377435301,0.99998377435301,0.999597878651946,0.999999999999991
"137",4,0.1,0.25,35,0.4,2.37534584,0.59383646,0.6561,0.34383646,6.354e-05,0,0.999815236987496,0.999815236987496,0.999302028840186,0.999980338518582
"138",4,0.1,0.3,35,0.4,2.37546392,0.59386598,0.6561,0.34386598,3.402e-05,0,0.999901075894155,0.999901075894155,0.999444829826579,0.999997580044827
"139",4,0.15,0.05,35,0.599999999999999,2.911975,0.727993749999999,0.52200625,0.47799375,0,0,1,1,0.999631180085381,1
"140",4,0.15,0.1,35,0.599999999999999,2.9118485725,0.727962143125,0.52200625,0.477962143125,3.1606875e-05,0,0.999933875965952,0.999933875965952,0.999503014577854,0.99999967626538
"141",4,0.15,0.15,35,0.599999999999999,2.9116800175,0.727920004374999,0.52200625,0.477920004375,7.37456249999999e-05,0,0.999845718432511,0.999845718432511,0.999351487585533,0.999988243060352
"142",4,0.15,0.2,35,0.599999999999999,2.91167563,0.727918907499999,0.52200625,0.4779189075,7.48425e-05,0,0.999843423684933,0.999843423684933,0.999347722247754,0.999987709480022
"143",4,0.15,0.25,35,0.599999999999999,2.9116410025,0.727910250624999,0.52200625,0.477910250625,8.34993749999999e-05,0,0.999825312830973,0.999825312830973,0.999318249361195,0.999983140131774
"144",4,0.15,0.3,35,0.599999999999999,2.91174499,0.727936247499999,0.52200625,0.4779362475,5.75025e-05,0,0.999879700309889,0.999879700309889,0.999408165259193,0.999994823510792
"145",5,0.001,0.05,35,0.00500000000000001,1.02494755994005,0.20498951198801,0.995009990004999,0.0049895119880095,4.98006991503201e-07,0,0.9999001991996,0.9999001991996,0.999443308460087,0.999997489142377
"146",5,0.001,0.1,35,0.00500000000000001,1.02494754998,0.204989509996001,0.995009990004999,0.0049895099960005,4.99999000500301e-07,0,0.9998998000002,0.9998998000002,0.999442616238608,0.999997447119496
"147",5,0.001,0.15,35,0.00500000000000001,1.02494755995503,0.204989511991005,0.995009990004999,0.004989511991005,4.98003996001501e-07,0,0.9999001997999,0.9999001997999,0.999443309501269,0.999997489205272
"148",5,0.001,0.2,35,0.00500000000000001,1.024950044985,0.204990008997,0.995009990004999,0.004990008997,9.98001000199999e-10,0,0.9999998000002,0.9999998000002,0.999630759651077,1
"149",5,0.001,0.25,35,0.00500000000000001,1.02494506994003,0.204989013988007,0.995009990004999,0.0049890139880065,9.96006994501501e-07,0,0.9998003997997,0.9998003997997,0.999278354544935,0.999975902553932
"150",5,0.001,0.3,35,0.00500000000000001,1.02495004997001,0.204990009994003,0.995009990004999,0.0049900099940025,9.98500700000005e-13,0,0.9999999997999,0.9999999997999,0.999631179664601,1
"151",5,0.01,0.05,35,0.05,1.2449776959982,0.24899553919964,0.9509900499,0.04899553919964,1.441090036e-05,0,0.999705959701436,0.999705959701436,0.999132496252903,0.999940681535421
"152",5,0.01,0.1,35,0.05,1.24502573067435,0.24900514613487,0.9509900499,0.04900514613487,4.80396513e-06,0,0.999901979799608,0.999901979799608,0.999446400088001,0.999997671776489
"153",5,0.01,0.15,35,0.05,1.2450252504255,0.2490050500851,0.9509900499,0.0490050500851,4.9000149e-06,0,0.999900019998184,0.999900019998184,0.999442997679817,0.999997470327058
